Make,Model,Year,Total,Pass,Pass %,Fail,Fail %,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,area16,area17,area18,area19,area20,area21,area22,area23,area24,area25,area26,Incomplete,Incomplete %
MITSUBISHI,OTHER,1988.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1989.00,4.00,1.00,25.00,3.00,75.00,3.00,75.00,1.00,25.00,2.00,50.00,0.00,0.00,1.00,25.00,1.00,25.00,2.00,50.00,1.00,25.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1990.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1991.00,7.00,1.00,14.30,6.00,85.70,1.00,14.30,1.00,14.30,2.00,28.60,3.00,42.90,1.00,14.30,2.00,28.60,2.00,28.60,1.00,14.30,0.00,0.00,1.00,14.30,3.00,42.90,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1992.00,11.00,3.00,27.30,8.00,72.70,1.00,9.10,2.00,18.20,4.00,36.40,1.00,9.10,1.00,9.10,1.00,9.10,3.00,27.30,1.00,9.10,1.00,9.10,1.00,9.10,2.00,18.20,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1993.00,6.00,2.00,33.30,4.00,66.70,1.00,16.70,1.00,16.70,2.00,33.30,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1994.00,6.00,3.00,50.00,3.00,50.00,1.00,16.70,1.00,16.70,2.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,33.30,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1995.00,15.00,2.00,13.30,13.00,86.70,5.00,33.30,5.00,33.30,3.00,20.00,5.00,33.30,2.00,13.30,0.00,0.00,5.00,33.30,1.00,6.70,0.00,0.00,2.00,13.30,5.00,33.30,4.00,26.70,1.00,6.70,0.00,0.00
MITSUBISHI,OTHER,1996.00,18.00,3.00,16.70,15.00,83.30,2.00,11.10,6.00,33.30,5.00,27.80,2.00,11.10,3.00,16.70,1.00,5.60,8.00,44.40,5.00,27.80,1.00,5.60,1.00,5.60,4.00,22.20,7.00,38.90,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1997.00,21.00,8.00,38.10,13.00,61.90,4.00,19.00,3.00,14.30,4.00,19.00,4.00,19.00,2.00,9.50,1.00,4.80,5.00,23.80,5.00,23.80,1.00,4.80,2.00,9.50,5.00,23.80,5.00,23.80,1.00,4.80,0.00,0.00
MITSUBISHI,OTHER,1998.00,31.00,8.00,25.80,23.00,74.20,5.00,16.10,6.00,19.40,12.00,38.70,4.00,12.90,7.00,22.60,3.00,9.70,9.00,29.00,8.00,25.80,3.00,9.70,2.00,6.50,3.00,9.70,10.00,32.30,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,1999.00,26.00,7.00,26.90,19.00,73.10,3.00,11.50,9.00,34.60,5.00,19.20,6.00,23.10,2.00,7.70,4.00,15.40,10.00,38.50,4.00,15.40,1.00,3.80,2.00,7.70,9.00,34.60,7.00,26.90,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2000.00,17.00,6.00,35.30,11.00,64.70,1.00,5.90,3.00,17.60,2.00,11.80,3.00,17.60,2.00,11.80,4.00,23.50,2.00,11.80,1.00,5.90,0.00,0.00,0.00,0.00,4.00,23.50,5.00,29.40,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2001.00,5.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,60.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,1.00,20.00,3.00,60.00,2.00,40.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2002.00,11.00,3.00,27.30,8.00,72.70,0.00,0.00,3.00,27.30,3.00,27.30,2.00,18.20,2.00,18.20,0.00,0.00,2.00,18.20,2.00,18.20,0.00,0.00,1.00,9.10,2.00,18.20,2.00,18.20,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2003.00,6.00,2.00,33.30,4.00,66.70,2.00,33.30,3.00,50.00,2.00,33.30,0.00,0.00,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2004.00,16.00,5.00,31.30,11.00,68.80,5.00,31.30,1.00,6.30,4.00,25.00,1.00,6.30,2.00,12.50,2.00,12.50,3.00,18.80,1.00,6.30,3.00,18.80,0.00,0.00,1.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2005.00,25.00,8.00,32.00,17.00,68.00,5.00,20.00,6.00,24.00,7.00,28.00,7.00,28.00,3.00,12.00,1.00,4.00,1.00,4.00,2.00,8.00,4.00,16.00,1.00,4.00,7.00,28.00,1.00,4.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2006.00,111.00,31.00,27.90,80.00,72.10,21.00,18.90,29.00,26.10,35.00,31.50,19.00,17.10,19.00,17.10,9.00,8.10,9.00,8.10,27.00,24.30,8.00,7.20,16.00,14.40,22.00,19.80,7.00,6.30,1.00,0.90,0.00,0.00
MITSUBISHI,OTHER,2007.00,122.00,39.00,32.00,83.00,68.00,18.00,14.80,28.00,23.00,38.00,31.10,24.00,19.70,20.00,16.40,8.00,6.60,6.00,4.90,29.00,23.80,13.00,10.70,16.00,13.10,25.00,20.50,3.00,2.50,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2008.00,9.00,2.00,22.20,7.00,77.80,2.00,22.20,1.00,11.10,4.00,44.40,0.00,0.00,2.00,22.20,1.00,11.10,0.00,0.00,2.00,22.20,0.00,0.00,2.00,22.20,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2009.00,4.00,4.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OTHER,2011.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2003.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2004.00,9.00,3.00,33.30,6.00,66.70,0.00,0.00,1.00,11.10,3.00,33.30,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,22.20,1.00,11.10,2.00,22.20,2.00,22.20,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2005.00,7.00,4.00,57.10,3.00,42.90,0.00,0.00,1.00,14.30,1.00,14.30,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2006.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2007.00,252.00,91.00,36.10,161.00,63.90,34.00,13.50,42.00,16.70,89.00,35.30,58.00,23.00,26.00,10.30,12.00,4.80,7.00,2.80,71.00,28.20,23.00,9.10,11.00,4.40,56.00,22.20,16.00,6.30,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2008.00,141.00,53.00,37.60,88.00,62.40,17.00,12.10,28.00,19.90,42.00,29.80,34.00,24.10,8.00,5.70,10.00,7.10,6.00,4.30,36.00,25.50,11.00,7.80,9.00,6.40,34.00,24.10,12.00,8.50,2.00,1.40,0.00,0.00
MITSUBISHI,OUTLANDER,2009.00,23.00,15.00,65.20,8.00,34.80,2.00,8.70,4.00,17.40,3.00,13.00,4.00,17.40,1.00,4.30,0.00,0.00,0.00,0.00,3.00,13.00,0.00,0.00,0.00,0.00,3.00,13.00,2.00,8.70,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2010.00,96.00,45.00,46.90,51.00,53.10,9.00,9.40,15.00,15.60,26.00,27.10,5.00,5.20,6.00,6.30,1.00,1.00,0.00,0.00,25.00,26.00,2.00,2.10,2.00,2.10,5.00,5.20,10.00,10.40,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2011.00,12.00,8.00,66.70,4.00,33.30,1.00,8.30,1.00,8.30,1.00,8.30,1.00,8.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.30,0.00,0.00,0.00,0.00,1.00,8.30,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2012.00,30.00,15.00,50.00,15.00,50.00,2.00,6.70,4.00,13.30,2.00,6.70,2.00,6.70,3.00,10.00,1.00,3.30,0.00,0.00,1.00,3.30,3.00,10.00,0.00,0.00,2.00,6.70,1.00,3.30,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2013.00,42.00,26.00,61.90,16.00,38.10,4.00,9.50,9.00,21.40,1.00,2.40,2.00,4.80,1.00,2.40,0.00,0.00,0.00,0.00,1.00,2.40,2.00,4.80,3.00,7.10,5.00,11.90,3.00,7.10,1.00,2.40,0.00,0.00
MITSUBISHI,OUTLANDER,2014.00,341.00,227.00,66.60,114.00,33.40,29.00,8.50,40.00,11.70,3.00,0.90,3.00,0.90,9.00,2.60,0.00,0.00,2.00,0.60,2.00,0.60,16.00,4.70,29.00,8.50,17.00,5.00,7.00,2.10,1.00,0.30,0.00,0.00
MITSUBISHI,OUTLANDER,2015.00,53.00,44.00,83.00,9.00,17.00,2.00,3.80,1.00,1.90,1.00,1.90,1.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.90,0.00,0.00,4.00,7.50,2.00,3.80,1.00,1.90,0.00,0.00,0.00,0.00
MITSUBISHI,OUTLANDER,2016.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1988.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1989.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1990.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1991.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1992.00,3.00,2.00,66.70,1.00,33.30,1.00,33.30,0.00,0.00,1.00,33.30,0.00,0.00,1.00,33.30,1.00,33.30,1.00,33.30,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1993.00,3.00,1.00,33.30,2.00,66.70,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1994.00,4.00,1.00,25.00,3.00,75.00,2.00,50.00,1.00,25.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1995.00,20.00,9.00,45.00,11.00,55.00,0.00,0.00,2.00,10.00,4.00,20.00,1.00,5.00,1.00,5.00,3.00,15.00,5.00,25.00,3.00,15.00,1.00,5.00,0.00,0.00,2.00,10.00,4.00,20.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1996.00,95.00,25.00,26.30,70.00,73.70,8.00,8.40,20.00,21.10,24.00,25.30,7.00,7.40,11.00,11.60,5.00,5.30,31.00,32.60,21.00,22.10,5.00,5.30,5.00,5.30,10.00,10.50,21.00,22.10,0.00,0.00,1.00,1.10
MITSUBISHI,PAJERO,1997.00,101.00,32.00,31.70,69.00,68.30,13.00,12.90,19.00,18.80,12.00,11.90,4.00,4.00,5.00,5.00,9.00,8.90,23.00,22.80,9.00,8.90,3.00,3.00,4.00,4.00,7.00,6.90,29.00,28.70,1.00,1.00,0.00,0.00
MITSUBISHI,PAJERO,1998.00,43.00,10.00,23.30,33.00,76.70,6.00,14.00,10.00,23.30,11.00,25.60,0.00,0.00,6.00,14.00,3.00,7.00,7.00,16.30,8.00,18.60,2.00,4.70,1.00,2.30,3.00,7.00,15.00,34.90,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,1999.00,18.00,1.00,5.60,17.00,94.40,8.00,44.40,2.00,11.10,9.00,50.00,0.00,0.00,2.00,11.10,5.00,27.80,7.00,38.90,6.00,33.30,3.00,16.70,0.00,0.00,1.00,5.60,8.00,44.40,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2000.00,23.00,5.00,21.70,18.00,78.30,5.00,21.70,7.00,30.40,7.00,30.40,3.00,13.00,3.00,13.00,5.00,21.70,6.00,26.10,4.00,17.40,4.00,17.40,3.00,13.00,4.00,17.40,6.00,26.10,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2001.00,24.00,11.00,45.80,13.00,54.20,6.00,25.00,5.00,20.80,2.00,8.30,4.00,16.70,2.00,8.30,1.00,4.20,5.00,20.80,3.00,12.50,0.00,0.00,1.00,4.20,3.00,12.50,1.00,4.20,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2002.00,30.00,6.00,20.00,24.00,80.00,9.00,30.00,10.00,33.30,9.00,30.00,5.00,16.70,3.00,10.00,7.00,23.30,8.00,26.70,8.00,26.70,3.00,10.00,2.00,6.70,4.00,13.30,7.00,23.30,1.00,3.30,0.00,0.00
MITSUBISHI,PAJERO,2003.00,35.00,11.00,31.40,24.00,68.60,11.00,31.40,9.00,25.70,10.00,28.60,10.00,28.60,2.00,5.70,4.00,11.40,4.00,11.40,6.00,17.10,4.00,11.40,3.00,8.60,11.00,31.40,2.00,5.70,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2004.00,38.00,8.00,21.10,30.00,78.90,12.00,31.60,8.00,21.10,10.00,26.30,12.00,31.60,6.00,15.80,7.00,18.40,14.00,36.80,7.00,18.40,4.00,10.50,4.00,10.50,14.00,36.80,5.00,13.20,2.00,5.30,0.00,0.00
MITSUBISHI,PAJERO,2005.00,65.00,24.00,36.90,41.00,63.10,18.00,27.70,13.00,20.00,16.00,24.60,12.00,18.50,9.00,13.80,5.00,7.70,7.00,10.80,7.00,10.80,4.00,6.20,3.00,4.60,11.00,16.90,3.00,4.60,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2006.00,71.00,23.00,32.40,48.00,67.60,19.00,26.80,10.00,14.10,28.00,39.40,15.00,21.10,10.00,14.10,7.00,9.90,7.00,9.90,17.00,23.90,5.00,7.00,4.00,5.60,14.00,19.70,11.00,15.50,1.00,1.40,0.00,0.00
MITSUBISHI,PAJERO,2007.00,50.00,22.00,44.00,28.00,56.00,9.00,18.00,9.00,18.00,15.00,30.00,6.00,12.00,5.00,10.00,6.00,12.00,0.00,0.00,6.00,12.00,6.00,12.00,5.00,10.00,7.00,14.00,6.00,12.00,0.00,0.00,1.00,2.00
MITSUBISHI,PAJERO,2008.00,11.00,6.00,54.50,5.00,45.50,1.00,9.10,0.00,0.00,1.00,9.10,1.00,9.10,1.00,9.10,1.00,9.10,0.00,0.00,0.00,0.00,1.00,9.10,2.00,18.20,2.00,18.20,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2010.00,7.00,3.00,42.90,4.00,57.10,0.00,0.00,2.00,28.60,0.00,0.00,1.00,14.30,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2011.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2012.00,5.00,2.00,40.00,3.00,60.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2013.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2014.00,3.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,PAJERO,2015.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN,2003.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN,2004.00,4.00,1.00,25.00,3.00,75.00,1.00,25.00,1.00,25.00,2.00,50.00,2.00,50.00,1.00,25.00,0.00,0.00,1.00,25.00,2.00,50.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN,2005.00,7.00,3.00,42.90,4.00,57.10,2.00,28.60,2.00,28.60,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN,2006.00,5.00,0.00,0.00,5.00,100.00,5.00,100.00,3.00,60.00,1.00,20.00,2.00,40.00,1.00,20.00,1.00,20.00,3.00,60.00,1.00,20.00,1.00,20.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN,2007.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN,2010.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN,2014.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SHOGUN SPORT 2.5TD WARRIOR 05D,2006.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,1998.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,1999.00,34.00,6.00,17.60,28.00,82.40,7.00,20.60,9.00,26.50,12.00,35.30,7.00,20.60,7.00,20.60,8.00,23.50,7.00,20.60,10.00,29.40,2.00,5.90,3.00,8.80,8.00,23.50,9.00,26.50,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2000.00,58.00,16.00,27.60,42.00,72.40,18.00,31.00,15.00,25.90,15.00,25.90,15.00,25.90,12.00,20.70,3.00,5.20,13.00,22.40,11.00,19.00,4.00,6.90,5.00,8.60,18.00,31.00,1.00,1.70,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2001.00,42.00,11.00,26.20,31.00,73.80,11.00,26.20,14.00,33.30,10.00,23.80,11.00,26.20,7.00,16.70,3.00,7.10,13.00,31.00,11.00,26.20,1.00,2.40,6.00,14.30,12.00,28.60,3.00,7.10,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2002.00,59.00,18.00,30.50,41.00,69.50,11.00,18.60,21.00,35.60,8.00,13.60,16.00,27.10,7.00,11.90,8.00,13.60,13.00,22.00,6.00,10.20,2.00,3.40,6.00,10.20,20.00,33.90,1.00,1.70,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2003.00,126.00,28.00,22.20,98.00,77.80,20.00,15.90,35.00,27.80,34.00,27.00,27.00,21.40,18.00,14.30,18.00,14.30,13.00,10.30,28.00,22.20,2.00,1.60,19.00,15.10,35.00,27.80,14.00,11.10,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2004.00,173.00,45.00,26.00,128.00,74.00,31.00,17.90,43.00,24.90,51.00,29.50,52.00,30.10,23.00,13.30,25.00,14.50,42.00,24.30,45.00,26.00,7.00,4.00,16.00,9.20,65.00,37.60,13.00,7.50,2.00,1.20,0.00,0.00
MITSUBISHI,SPACESTAR,2005.00,63.00,15.00,23.80,48.00,76.20,14.00,22.20,17.00,27.00,15.00,23.80,21.00,33.30,11.00,17.50,7.00,11.10,9.00,14.30,13.00,20.60,0.00,0.00,5.00,7.90,27.00,42.90,6.00,9.50,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2013.00,8.00,6.00,75.00,2.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2014.00,129.00,116.00,89.90,13.00,10.10,5.00,3.90,5.00,3.90,0.00,0.00,0.00,0.00,4.00,3.10,1.00,0.80,0.00,0.00,1.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.00,0.00,0.00,0.00
MITSUBISHI,SPACESTAR,2015.00,18.00,16.00,88.90,2.00,11.10,0.00,0.00,1.00,5.60,0.00,0.00,0.00,0.00,1.00,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,1995.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,1997.00,3.00,0.00,0.00,3.00,100.00,2.00,66.70,3.00,100.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,1998.00,2.00,0.00,0.00,2.00,100.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,1999.00,11.00,1.00,9.10,10.00,90.90,0.00,0.00,5.00,45.50,4.00,36.40,6.00,54.50,2.00,18.20,2.00,18.20,5.00,45.50,3.00,27.30,1.00,9.10,0.00,0.00,6.00,54.50,3.00,27.30,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,2000.00,11.00,2.00,18.20,9.00,81.80,1.00,9.10,3.00,27.30,4.00,36.40,3.00,27.30,1.00,9.10,0.00,0.00,1.00,9.10,4.00,36.40,0.00,0.00,1.00,9.10,3.00,27.30,1.00,9.10,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,2001.00,9.00,5.00,55.60,4.00,44.40,2.00,22.20,0.00,0.00,2.00,22.20,0.00,0.00,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITSUBISHI,SPACEWAGON,2002.00,13.00,5.00,38.50,8.00,61.50,4.00,30.80,2.00,15.40,3.00,23.10,2.00,15.40,2.00,15.40,0.00,0.00,3.00,23.10,2.00,15.40,1.00,7.70,0.00,0.00,2.00,15.40,0.00,0.00,1.00,7.70,0.00,0.00
